Source;Target;Weight;Type
442;692;5;Undirected
442;693;2;Undirected
442;727;2;Undirected
442;731;5;Undirected
442;778;2;Undirected
442;783;2;Undirected
442;785;4;Undirected
442;802;2;Undirected
442;804;5;Undirected
442;837;5;Undirected
442;859;2;Undirected
442;879;4;Undirected
442;911;2;Undirected
442;952;2;Undirected
442;953;5;Undirected
442;992;5;Undirected
442;1015;5;Undirected
442;1028;2;Undirected
442;1044;5;Undirected
442;1055;1;Undirected
442;1062;5;Undirected
442;1079;2;Undirected
442;1093;2;Undirected
442;1139;2;Undirected
442;1155;5;Undirected
442;1199;2;Undirected
442;1210;2;Undirected
442;1211;2;Undirected
442;1219;5;Undirected
442;1257;6;Undirected
442;1258;1;Undirected
442;1259;2;Undirected
442;1270;3;Undirected
442;1286;5;Undirected
442;1297;3;Undirected
443;459;2;Undirected
443;476;2;Undirected
443;553;5;Undirected
443;585;5;Undirected
443;601;3;Undirected
443;723;5;Undirected
443;731;5;Undirected
443;788;5;Undirected
443;845;5;Undirected
443;928;2;Undirected
443;944;5;Undirected
443;1175;5;Undirected
444;497;1;Undirected
444;566;12;Undirected
444;582;12;Undirected
444;696;8;Undirected
444;838;1;Undirected
444;1105;1;Undirected
444;1158;12;Undirected
444;1170;10;Undirected
444;1278;8;Undirected
445;824;5;Undirected
445;1032;2;Undirected
445;1117;5;Undirected
445;1202;5;Undirected
445;1240;4;Undirected
446;667;4;Undirected
446;970;4;Undirected
446;998;5;Undirected
446;1170;4;Undirected
446;1240;5;Undirected
446;1249;5;Undirected
447;503;10;Undirected
447;1166;10;Undirected
448;719;9;Undirected
448;723;8;Undirected
448;735;5;Undirected
448;749;2;Undirected
448;851;5;Undirected
448;960;8;Undirected
448;1077;5;Undirected
448;1202;10;Undirected
448;1232;13;Undirected
448;1241;10;Undirected
449;453;2;Undirected
449;458;4;Undirected
449;530;1;Undirected
449;577;4;Undirected
449;579;3;Undirected
449;586;4;Undirected
449;622;2;Undirected
449;675;5;Undirected
449;686;4;Undirected
449;695;1;Undirected
449;704;1;Undirected
449;711;4;Undirected
449;721;5;Undirected
449;750;3;Undirected
449;756;5;Undirected
449;764;3;Undirected
449;788;4;Undirected
449;824;2;Undirected
449;864;2;Undirected
449;884;4;Undirected
449;929;4;Undirected
449;938;3;Undirected
449;962;1;Undirected
449;978;3;Undirected
449;994;2;Undirected
449;1034;3;Undirected
449;1052;4;Undirected
449;1071;4;Undirected
449;1096;6;Undirected
449;1126;1;Undirected
449;1165;4;Undirected
449;1167;2;Undirected
449;1202;8;Undirected
449;1224;4;Undirected
449;1242;3;Undirected
449;1274;4;Undirected
449;1289;2;Undirected
450;522;9;Undirected
450;526;2;Undirected
450;527;4;Undirected
450;561;5;Undirected
450;574;1;Undirected
450;590;9;Undirected
450;595;9;Undirected
450;623;4;Undirected
450;639;3;Undirected
450;642;1;Undirected
450;656;2;Undirected
450;668;4;Undirected
450;705;5;Undirected
450;724;5;Undirected
450;728;4;Undirected
450;764;4;Undirected
450;786;5;Undirected
450;814;1;Undirected
450;842;5;Undirected
450;864;5;Undirected
450;938;4;Undirected
450;998;1;Undirected
450;1051;1;Undirected
450;1052;2;Undirected
450;1057;1;Undirected
450;1130;1;Undirected
450;1141;1;Undirected
450;1143;1;Undirected
450;1149;4;Undirected
450;1151;1;Undirected
450;1183;2;Undirected
450;1191;4;Undirected
450;1196;3;Undirected
450;1240;9;Undirected
450;1242;3;Undirected
450;1252;2;Undirected
451;462;1;Undirected
451;508;2;Undirected
451;541;3;Undirected
451;725;5;Undirected
451;741;2;Undirected
451;774;1;Undirected
451;782;3;Undirected
451;797;3;Undirected
451;870;5;Undirected
451;891;1;Undirected
451;902;1;Undirected
451;950;3;Undirected
451;958;2;Undirected
451;985;3;Undirected
451;993;5;Undirected
451;1007;2;Undirected
451;1016;12;Undirected
451;1020;3;Undirected
451;1024;5;Undirected
451;1081;1;Undirected
451;1102;9;Undirected
451;1130;5;Undirected
451;1175;3;Undirected
451;1252;2;Undirected
451;1267;2;Undirected
451;1272;2;Undirected
452;468;5;Undirected
452;531;5;Undirected
452;849;5;Undirected
452;922;5;Undirected
452;977;5;Undirected
452;1043;5;Undirected
452;1065;5;Undirected
452;1190;5;Undirected
452;1202;5;Undirected
452;1285;5;Undirected
453;458;5;Undirected
453;578;2;Undirected
453;579;3;Undirected
453;580;5;Undirected
453;586;9;Undirected
453;665;2;Undirected
453;711;5;Undirected
453;738;5;Undirected
453;750;7;Undirected
453;819;1;Undirected
453;838;5;Undirected
453;842;1;Undirected
453;864;7;Undirected
453;884;8;Undirected
453;898;5;Undirected
453;929;8;Undirected
453;938;8;Undirected
453;948;1;Undirected
453;964;5;Undirected
453;1012;5;Undirected
453;1034;7;Undirected
453;1052;9;Undirected
453;1071;5;Undirected
453;1165;5;Undirected
453;1202;5;Undirected
453;1224;4;Undirected
453;1242;7;Undirected
453;1274;5;Undirected
454;540;1;Undirected
454;581;1;Undirected
454;608;1;Undirected
454;618;1;Undirected
454;632;2;Undirected
454;640;1;Undirected
454;648;1;Undirected
454;663;1;Undirected
454;758;1;Undirected
454;762;1;Undirected
454;830;1;Undirected
454;869;1;Undirected
454;918;1;Undirected
454;929;1;Undirected
454;1006;1;Undirected
454;1028;1;Undirected
454;1121;1;Undirected
454;1144;1;Undirected
454;1171;1;Undirected
454;1229;2;Undirected
454;1262;1;Undirected
454;1276;1;Undirected
455;475;3;Undirected
455;494;4;Undirected
455;496;3;Undirected
455;513;3;Undirected
455;543;5;Undirected
455;548;3;Undirected
455;556;1;Undirected
455;574;3;Undirected
455;605;5;Undirected
455;629;4;Undirected
455;640;3;Undirected
455;674;3;Undirected
455;695;5;Undirected
455;703;3;Undirected
455;704;2;Undirected
455;713;3;Undirected
455;731;4;Undirected
455;733;4;Undirected
455;738;4;Undirected
455;767;1;Undirected
455;769;2;Undirected
455;771;1;Undirected
455;778;3;Undirected
455;814;3;Undirected
455;834;3;Undirected
455;850;4;Undirected
455;857;4;Undirected
455;866;3;Undirected
455;896;4;Undirected
455;897;3;Undirected
455;898;3;Undirected
455;905;3;Undirected
455;912;4;Undirected
455;946;3;Undirected
455;958;2;Undirected
455;963;7;Undirected
455;970;3;Undirected
455;998;2;Undirected
455;1029;3;Undirected
455;1031;3;Undirected
455;1034;2;Undirected
455;1048;2;Undirected
455;1050;5;Undirected
455;1051;2;Undirected
455;1061;5;Undirected
455;1064;5;Undirected
455;1071;3;Undirected
455;1092;8;Undirected
455;1095;1;Undirected
455;1110;3;Undirected
455;1116;3;Undirected
455;1137;4;Undirected
455;1138;3;Undirected
455;1141;2;Undirected
455;1148;1;Undirected
455;1151;2;Undirected
455;1157;3;Undirected
455;1173;3;Undirected
455;1176;9;Undirected
455;1196;2;Undirected
455;1213;5;Undirected
455;1231;2;Undirected
455;1237;4;Undirected
455;1257;5;Undirected
455;1269;3;Undirected
455;1277;5;Undirected
455;1284;2;Undirected
456;497;1;Undirected
456;499;6;Undirected
456;523;5;Undirected
456;525;1;Undirected
456;530;8;Undirected
456;562;1;Undirected
456;690;5;Undirected
456;757;1;Undirected
456;785;8;Undirected
456;838;1;Undirected
456;896;1;Undirected
456;978;8;Undirected
456;1005;1;Undirected
456;1029;2;Undirected
456;1105;1;Undirected
456;1170;1;Undirected
457;464;16;Undirected
457;518;4;Undirected
457;559;5;Undirected
457;565;5;Undirected
457;608;9;Undirected
457;682;1;Undirected
457;684;2;Undirected
457;712;4;Undirected
457;749;5;Undirected
457;766;5;Undirected
457;784;14;Undirected
457;786;13;Undirected
457;799;14;Undirected
457;803;1;Undirected
457;851;6;Undirected
457;869;2;Undirected
457;870;1;Undirected
457;873;12;Undirected
457;903;5;Undirected
457;924;1;Undirected
457;941;2;Undirected
457;946;10;Undirected
457;952;1;Undirected
457;994;5;Undirected
457;1003;3;Undirected
457;1030;14;Undirected
457;1040;17;Undirected
457;1047;11;Undirected
457;1051;2;Undirected
457;1077;12;Undirected
457;1117;5;Undirected
457;1132;2;Undirected
457;1144;2;Undirected
457;1177;6;Undirected
457;1219;4;Undirected
457;1225;2;Undirected
457;1295;12;Undirected
458;579;3;Undirected
458;580;5;Undirected
458;586;5;Undirected
458;711;5;Undirected
458;738;5;Undirected
458;750;3;Undirected
458;838;5;Undirected
458;884;4;Undirected
458;898;5;Undirected
458;929;4;Undirected
458;938;3;Undirected
458;964;5;Undirected
458;1012;5;Undirected
458;1034;3;Undirected
458;1052;5;Undirected
458;1071;5;Undirected
458;1165;5;Undirected
458;1202;5;Undirected
458;1205;4;Undirected
458;1224;4;Undirected
458;1242;3;Undirected
458;1274;5;Undirected
459;553;4;Undirected
459;651;5;Undirected
459;895;5;Undirected
459;928;3;Undirected
459;944;2;Undirected
459;1063;5;Undirected
460;469;5;Undirected
460;503;1;Undirected
460;556;5;Undirected
460;626;5;Undirected
460;637;2;Undirected
460;773;1;Undirected
460;794;1;Undirected
460;890;5;Undirected
460;971;5;Undirected
460;1025;5;Undirected
460;1108;5;Undirected
460;1148;5;Undirected
460;1156;1;Undirected
460;1190;5;Undirected
460;1206;1;Undirected
460;1232;1;Undirected
460;1234;5;Undirected
460;1265;1;Undirected
461;518;8;Undirected
461;679;5;Undirected
461;683;8;Undirected
461;694;7;Undirected
461;935;5;Undirected
461;936;5;Undirected
461;1027;8;Undirected
462;492;9;Undirected
462;508;9;Undirected
462;631;8;Undirected
462;750;9;Undirected
462;774;4;Undirected
462;819;6;Undirected
462;891;10;Undirected
462;902;11;Undirected
462;958;4;Undirected
462;1007;5;Undirected
462;1026;6;Undirected
462;1058;5;Undirected
462;1081;11;Undirected
462;1088;6;Undirected
462;1252;1;Undirected
462;1267;11;Undirected
462;1272;11;Undirected
463;478;9;Undirected
463;658;12;Undirected
463;734;20;Undirected
463;748;12;Undirected
463;754;5;Undirected
463;906;12;Undirected
463;924;19;Undirected
463;1233;19;Undirected
464;489;5;Undirected
464;518;1;Undirected
464;558;5;Undirected
464;559;6;Undirected
464;565;6;Undirected
464;598;5;Undirected
464;608;5;Undirected
464;614;5;Undirected
464;626;5;Undirected
464;640;5;Undirected
464;648;4;Undirected
464;682;1;Undirected
464;684;2;Undirected
464;702;4;Undirected
464;704;5;Undirected
464;712;1;Undirected
464;713;5;Undirected
464;730;5;Undirected
464;749;3;Undirected
464;766;4;Undirected
464;779;5;Undirected
464;784;9;Undirected
464;786;7;Undirected
464;799;10;Undirected
464;803;1;Undirected
464;838;5;Undirected
464;851;2;Undirected
464;860;5;Undirected
464;864;5;Undirected
464;869;1;Undirected
464;870;1;Undirected
464;873;6;Undirected
464;881;4;Undirected
464;903;8;Undirected
464;924;1;Undirected
464;941;2;Undirected
464;946;6;Undirected
464;952;1;Undirected
464;975;5;Undirected
464;994;9;Undirected
464;1003;1;Undirected
464;1030;8;Undirected
464;1031;5;Undirected
464;1040;9;Undirected
464;1047;4;Undirected
464;1051;1;Undirected
464;1077;9;Undirected
464;1116;5;Undirected
464;1117;2;Undirected
464;1132;1;Undirected
464;1144;2;Undirected
464;1157;5;Undirected
464;1162;1;Undirected
464;1177;2;Undirected
464;1182;1;Undirected
464;1219;1;Undirected
464;1224;5;Undirected
464;1225;1;Undirected
464;1229;9;Undirected
464;1285;5;Undirected
464;1295;8;Undirected
465;492;10;Undirected
465;494;13;Undirected
465;674;12;Undirected
465;685;16;Undirected
465;687;15;Undirected
465;751;17;Undirected
465;772;17;Undirected
465;786;13;Undirected
465;811;5;Undirected
465;831;11;Undirected
465;895;1;Undirected
465;927;14;Undirected
465;980;16;Undirected
465;997;17;Undirected
465;1028;10;Undirected
465;1057;15;Undirected
465;1127;16;Undirected
465;1268;5;Undirected
466;475;5;Undirected
466;633;5;Undirected
466;716;5;Undirected
466;775;1;Undirected
466;827;1;Undirected
466;840;5;Undirected
466;845;1;Undirected
466;976;5;Undirected
466;998;5;Undirected
466;1014;1;Undirected
466;1232;5;Undirected
467;492;5;Undirected
467;518;5;Undirected
467;543;5;Undirected
467;579;3;Undirected
467;610;4;Undirected
467;693;2;Undirected
467;727;5;Undirected
467;752;5;Undirected
467;830;4;Undirected
467;858;5;Undirected
467;880;5;Undirected
467;885;5;Undirected
467;986;5;Undirected
467;998;5;Undirected
467;1028;2;Undirected
467;1030;5;Undirected
467;1193;5;Undirected
467;1199;3;Undirected
467;1211;5;Undirected
467;1259;2;Undirected
467;1264;5;Undirected
468;473;8;Undirected
468;486;5;Undirected
468;518;5;Undirected
468;531;2;Undirected
468;534;15;Undirected
468;580;9;Undirected
468;586;1;Undirected
468;588;8;Undirected
468;598;5;Undirected
468;607;11;Undirected
468;618;13;Undirected
468;620;3;Undirected
468;659;8;Undirected
468;661;2;Undirected
468;702;5;Undirected
468;721;2;Undirected
468;743;15;Undirected
468;793;4;Undirected
468;807;6;Undirected
468;838;5;Undirected
468;842;11;Undirected
468;872;13;Undirected
468;905;1;Undirected
468;923;7;Undirected
468;952;1;Undirected
468;977;5;Undirected
468;988;5;Undirected
468;1015;1;Undirected
468;1052;7;Undirected
468;1065;5;Undirected
468;1108;1;Undirected
468;1118;6;Undirected
468;1146;1;Undirected
468;1154;7;Undirected
468;1161;1;Undirected
468;1190;5;Undirected
468;1202;5;Undirected
468;1217;15;Undirected
468;1266;1;Undirected
468;1284;1;Undirected
468;1285;5;Undirected
468;1288;1;Undirected
468;1290;4;Undirected
469;479;5;Undirected
469;496;1;Undirected
469;498;1;Undirected
469;556;5;Undirected
469;611;1;Undirected
469;618;1;Undirected
469;633;4;Undirected
469;674;1;Undirected
469;676;1;Undirected
469;703;1;Undirected
469;707;4;Undirected
469;713;1;Undirected
469;729;5;Undirected
469;731;1;Undirected
469;762;4;Undirected
469;778;3;Undirected
469;843;1;Undirected
469;857;1;Undirected
469;866;1;Undirected
469;890;5;Undirected
469;897;1;Undirected
469;898;1;Undirected
469;922;4;Undirected
469;928;1;Undirected
469;930;1;Undirected
469;971;5;Undirected
469;1021;1;Undirected
469;1025;5;Undirected
469;1029;1;Undirected
469;1031;1;Undirected
469;1054;3;Undirected
469;1071;1;Undirected
469;1092;1;Undirected
469;1095;1;Undirected
469;1108;5;Undirected
469;1112;4;Undirected
469;1116;1;Undirected
469;1136;1;Undirected
469;1137;1;Undirected
469;1138;1;Undirected
469;1148;6;Undirected
469;1190;5;Undirected
469;1211;2;Undirected
469;1234;9;Undirected
469;1246;1;Undirected
469;1276;1;Undirected
470;518;5;Undirected
470;648;2;Undirected
470;702;5;Undirected
470;709;6;Undirected
470;710;1;Undirected
470;756;1;Undirected
470;776;2;Undirected
470;779;1;Undirected
470;783;1;Undirected
470;790;6;Undirected
470;813;5;Undirected
470;863;5;Undirected
470;881;1;Undirected
470;923;2;Undirected
470;929;1;Undirected
470;931;1;Undirected
470;996;1;Undirected
470;1119;1;Undirected
470;1161;5;Undirected
470;1192;5;Undirected
470;1220;3;Undirected
470;1225;1;Undirected
470;1246;2;Undirected
471;812;10;Undirected
471;979;10;Undirected
471;1145;10;Undirected
471;1164;10;Undirected
472;600;5;Undirected
472;635;5;Undirected
473;534;5;Undirected
473;543;7;Undirected
473;555;7;Undirected
473;569;1;Undirected
473;580;4;Undirected
473;588;4;Undirected
473;598;5;Undirected
473;607;5;Undirected
473;618;3;Undirected
473;630;3;Undirected
473;650;3;Undirected
473;659;5;Undirected
473;661;5;Undirected
473;698;3;Undirected
473;738;5;Undirected
473;740;11;Undirected
473;743;4;Undirected
473;748;3;Undirected
473;788;7;Undirected
473;815;3;Undirected
473;841;7;Undirected
473;842;5;Undirected
473;872;5;Undirected
473;890;1;Undirected
473;920;8;Undirected
473;923;5;Undirected
473;1016;5;Undirected
473;1025;3;Undirected
473;1052;5;Undirected
473;1062;7;Undirected
473;1102;5;Undirected
473;1139;3;Undirected
473;1201;7;Undirected
473;1217;4;Undirected
473;1219;1;Undirected
473;1251;3;Undirected
473;1255;5;Undirected
474;899;5;Undirected
474;955;5;Undirected
474;1085;5;Undirected
475;494;6;Undirected
475;505;4;Undirected
475;555;1;Undirected
475;567;4;Undirected
475;568;1;Undirected
475;569;1;Undirected
475;574;1;Undirected
475;625;1;Undirected
475;626;2;Undirected
475;633;5;Undirected
475;639;1;Undirected
475;649;2;Undirected
475;662;1;Undirected
475;695;6;Undirected
475;700;2;Undirected
475;715;4;Undirected
475;716;3;Undirected
475;724;2;Undirected
475;742;1;Undirected
475;769;5;Undirected
475;806;4;Undirected
475;818;5;Undirected
475;840;5;Undirected
475;870;4;Undirected
475;874;2;Undirected
475;876;2;Undirected
475;890;1;Undirected
475;919;3;Undirected
475;920;1;Undirected
475;921;5;Undirected
475;945;5;Undirected
475;956;2;Undirected
475;958;2;Undirected
475;976;5;Undirected
475;990;5;Undirected
475;993;4;Undirected
475;998;5;Undirected
475;1022;4;Undirected
475;1025;5;Undirected
475;1030;4;Undirected
475;1036;2;Undirected
475;1042;5;Undirected
475;1048;5;Undirected
475;1051;6;Undirected
475;1059;5;Undirected
475;1070;10;Undirected
475;1084;5;Undirected
475;1100;5;Undirected
475;1122;6;Undirected
475;1132;4;Undirected
475;1143;2;Undirected
475;1152;5;Undirected
475;1167;1;Undirected
475;1180;5;Undirected
475;1201;1;Undirected
475;1205;5;Undirected
475;1213;3;Undirected
475;1219;1;Undirected
475;1232;5;Undirected
475;1236;5;Undirected
475;1250;1;Undirected
475;1257;6;Undirected
475;1268;3;Undirected
475;1284;5;Undirected
475;1285;3;Undirected
475;1292;3;Undirected
476;601;3;Undirected
476;723;5;Undirected
476;788;5;Undirected
476;845;5;Undirected
476;1175;5;Undirected
477;788;5;Undirected
477;1214;5;Undirected
478;561;1;Undirected
478;625;1;Undirected
478;658;6;Undirected
478;693;1;Undirected
478;734;4;Undirected
478;830;1;Undirected
478;859;1;Undirected
478;893;5;Undirected
478;911;1;Undirected
478;913;4;Undirected
478;924;9;Undirected
478;951;4;Undirected
478;1079;1;Undirected
478;1139;1;Undirected
478;1211;1;Undirected
478;1233;9;Undirected
478;1257;1;Undirected
478;1258;1;Undirected
478;1259;1;Undirected
479;496;1;Undirected
479;588;6;Undirected
479;598;5;Undirected
479;603;4;Undirected
479;611;1;Undirected
479;618;1;Undirected
479;632;5;Undirected
479;633;1;Undirected
479;646;5;Undirected
479;664;2;Undirected
479;674;1;Undirected
479;676;5;Undirected
479;690;5;Undirected
479;691;2;Undirected
479;703;1;Undirected
479;707;4;Undirected
479;711;6;Undirected
479;712;4;Undirected
479;713;1;Undirected
479;729;12;Undirected
479;731;1;Undirected
479;762;2;Undirected
479;778;6;Undirected
479;779;5;Undirected
479;807;4;Undirected
479;843;1;Undirected
479;858;3;Undirected
479;866;1;Undirected
479;894;5;Undirected
479;897;1;Undirected
479;898;1;Undirected
479;922;2;Undirected
479;928;1;Undirected
479;930;3;Undirected
479;994;5;Undirected
479;1000;5;Undirected
479;1009;5;Undirected
479;1011;5;Undirected
479;1021;1;Undirected
479;1029;6;Undirected
479;1030;4;Undirected
479;1031;1;Undirected
479;1054;5;Undirected
479;1069;2;Undirected
479;1071;1;Undirected
479;1090;1;Undirected
479;1092;1;Undirected
479;1112;8;Undirected
479;1116;1;Undirected
479;1123;5;Undirected
479;1128;3;Undirected
479;1137;1;Undirected
479;1138;1;Undirected
479;1166;6;Undirected
479;1234;2;Undirected
479;1246;1;Undirected
479;1272;4;Undirected
480;601;5;Undirected
480;630;4;Undirected
480;662;4;Undirected
480;667;9;Undirected
480;708;4;Undirected
480;853;5;Undirected
480;1244;5;Undirected
481;518;1;Undirected
481;712;1;Undirected
481;869;1;Undirected
481;873;1;Undirected
481;958;5;Undirected
481;998;5;Undirected
481;1003;1;Undirected
481;1028;5;Undirected
481;1030;6;Undirected
481;1040;1;Undirected
481;1132;1;Undirected
481;1177;1;Undirected
481;1219;1;Undirected
482;509;5;Undirected
482;576;5;Undirected
482;581;1;Undirected
482;613;5;Undirected
482;657;5;Undirected
482;861;5;Undirected
482;973;1;Undirected
482;991;5;Undirected
482;1002;5;Undirected
482;1049;5;Undirected
482;1273;5;Undirected
483;506;5;Undirected
483;809;5;Undirected
483;926;5;Undirected
483;942;5;Undirected
483;1228;2;Undirected
484;493;9;Undirected
484;538;1;Undirected
484;585;1;Undirected
484;641;1;Undirected
484;668;1;Undirected
484;688;9;Undirected
484;738;1;Undirected
484;802;7;Undirected
484;837;5;Undirected
484;947;1;Undirected
484;992;7;Undirected
484;1009;1;Undirected
484;1135;1;Undirected
484;1195;1;Undirected
484;1210;5;Undirected
484;1219;5;Undirected
484;1270;5;Undirected
484;1274;1;Undirected
484;1286;5;Undirected
485;496;1;Undirected
485;629;1;Undirected
485;674;1;Undirected
485;703;1;Undirected
485;713;1;Undirected
485;731;1;Undirected
485;843;1;Undirected
485;857;1;Undirected
485;866;1;Undirected
485;896;1;Undirected
485;897;1;Undirected
485;898;1;Undirected
485;957;2;Undirected
485;1029;1;Undirected
485;1031;1;Undirected
485;1071;1;Undirected
485;1092;1;Undirected
485;1095;1;Undirected
485;1110;1;Undirected
485;1116;1;Undirected
485;1137;1;Undirected
485;1138;1;Undirected
485;1148;1;Undirected
485;1157;1;Undirected
485;1161;1;Undirected
485;1237;1;Undirected
485;1285;3;Undirected
486;488;4;Undirected
486;529;5;Undirected
486;536;5;Undirected
486;586;1;Undirected
486;620;3;Undirected
486;807;3;Undirected
486;905;2;Undirected
486;952;1;Undirected
486;965;3;Undirected
486;1015;2;Undirected
486;1046;5;Undirected
486;1108;2;Undirected
486;1118;2;Undirected
486;1146;1;Undirected
486;1154;2;Undirected
486;1161;1;Undirected
486;1178;5;Undirected
486;1217;2;Undirected
486;1266;1;Undirected
486;1284;1;Undirected
486;1288;1;Undirected
487;519;5;Undirected
487;833;5;Undirected
487;1055;5;Undirected
488;529;7;Undirected
488;536;7;Undirected
488;965;8;Undirected
488;1046;9;Undirected
488;1178;9;Undirected
489;626;5;Undirected
489;640;5;Undirected
489;713;5;Undirected
489;779;5;Undirected
489;975;5;Undirected
489;994;5;Undirected
489;1031;5;Undirected
489;1116;5;Undirected
489;1157;5;Undirected
489;1224;5;Undirected
489;1229;5;Undirected
489;1285;5;Undirected
490;511;12;Undirected
490;538;3;Undirected
490;564;12;Undirected
490;585;3;Undirected
490;633;3;Undirected
490;653;1;Undirected
490;711;1;Undirected
490;724;7;Undirected
490;738;3;Undirected
490;781;8;Undirected
490;847;5;Undirected
490;882;3;Undirected
490;947;1;Undirected
490;1009;1;Undirected
490;1053;3;Undirected
490;1107;2;Undirected
490;1135;3;Undirected
490;1180;7;Undirected
490;1226;1;Undirected
490;1234;3;Undirected
490;1274;3;Undirected
491;637;1;Undirected
491;660;5;Undirected
491;688;1;Undirected
491;704;5;Undirected
491;788;5;Undirected
491;803;5;Undirected
491;826;1;Undirected
491;873;5;Undirected
491;887;5;Undirected
491;892;5;Undirected
491;902;5;Undirected
491;920;4;Undirected
491;976;4;Undirected
491;983;5;Undirected
491;1220;1;Undirected
491;1223;5;Undirected
491;1247;4;Undirected
491;1276;5;Undirected
491;1289;5;Undirected
492;508;1;Undirected
492;516;1;Undirected
492;518;9;Undirected
492;543;10;Undirected
492;558;3;Undirected
492;579;7;Undirected
492;610;10;Undirected
492;631;3;Undirected
492;674;3;Undirected
492;685;1;Undirected
492;687;3;Undirected
492;693;7;Undirected
492;727;10;Undirected
492;750;5;Undirected
492;751;3;Undirected
492;752;10;Undirected
492;755;4;Undirected
492;772;1;Undirected
492;774;1;Undirected
492;777;3;Undirected
492;778;1;Undirected
492;783;1;Undirected
492;786;4;Undirected
492;788;4;Undirected
492;812;1;Undirected
492;819;5;Undirected
492;825;5;Undirected
492;830;9;Undirected
492;831;2;Undirected
492;843;5;Undirected
492;858;10;Undirected
492;859;1;Undirected
492;880;10;Undirected
492;885;10;Undirected
492;891;1;Undirected
492;902;2;Undirected
492;927;1;Undirected
492;958;1;Undirected
492;961;1;Undirected
492;978;2;Undirected
492;980;2;Undirected
492;986;10;Undirected
492;997;3;Undirected
492;998;5;Undirected
492;1003;1;Undirected
492;1007;2;Undirected
492;1019;2;Undirected
492;1026;5;Undirected
492;1028;5;Undirected
492;1030;10;Undirected
492;1055;1;Undirected
492;1057;3;Undirected
492;1058;2;Undirected
492;1074;3;Undirected
492;1081;2;Undirected
492;1088;5;Undirected
492;1093;2;Undirected
492;1113;3;Undirected
492;1127;1;Undirected
492;1132;1;Undirected
492;1139;1;Undirected
492;1152;2;Undirected
492;1153;2;Undirected
492;1193;10;Undirected
492;1194;3;Undirected
492;1199;6;Undirected
492;1211;6;Undirected
492;1239;2;Undirected
492;1259;1;Undirected
492;1264;10;Undirected
492;1267;3;Undirected
492;1272;2;Undirected
493;495;1;Undirected
493;688;9;Undirected
493;698;1;Undirected
493;761;2;Undirected
493;802;7;Undirected
493;837;5;Undirected
493;992;7;Undirected
493;1210;5;Undirected
493;1219;5;Undirected
493;1270;5;Undirected
493;1286;5;Undirected
494;558;1;Undirected
494;674;4;Undirected
494;685;5;Undirected
494;687;5;Undirected
494;695;4;Undirected
494;751;5;Undirected
494;769;2;Undirected
494;772;5;Undirected
494;786;5;Undirected
494;811;5;Undirected
494;831;5;Undirected
494;927;4;Undirected
494;958;2;Undirected
494;980;4;Undirected
494;997;5;Undirected
494;1018;1;Undirected
494;1048;2;Undirected
494;1057;5;Undirected
494;1073;1;Undirected
494;1122;1;Undirected
494;1127;5;Undirected
494;1173;1;Undirected
494;1182;1;Undirected
494;1213;4;Undirected
494;1228;1;Undirected
494;1254;1;Undirected
494;1257;4;Undirected
494;1268;5;Undirected
494;1277;4;Undirected
494;1284;2;Undirected
495;537;3;Undirected
495;575;5;Undirected
495;667;1;Undirected
495;692;3;Undirected
495;804;3;Undirected
495;879;2;Undirected
495;953;3;Undirected
495;1044;3;Undirected
495;1062;3;Undirected
495;1122;1;Undirected
495;1155;3;Undirected
495;1257;2;Undirected
496;513;2;Undirected
496;526;5;Undirected
496;556;1;Undirected
496;611;1;Undirected
496;618;1;Undirected
496;629;3;Undirected
496;640;1;Undirected
496;643;5;Undirected
496;674;2;Undirected
496;703;2;Undirected
496;704;2;Undirected
496;713;2;Undirected
496;731;8;Undirected
496;738;2;Undirected
496;843;1;Undirected
496;850;2;Undirected
496;857;3;Undirected
496;866;2;Undirected
496;896;3;Undirected
496;897;2;Undirected
496;898;2;Undirected
496;912;2;Undirected
496;928;2;Undirected
496;963;1;Undirected
496;1021;1;Undirected
496;1029;2;Undirected
496;1031;2;Undirected
496;1034;2;Undirected
496;1057;5;Undirected
496;1071;2;Undirected
496;1092;2;Undirected
496;1095;2;Undirected
496;1103;5;Undirected
496;1110;2;Undirected
496;1116;2;Undirected
496;1128;1;Undirected
496;1137;4;Undirected
496;1138;2;Undirected
496;1148;2;Undirected
496;1157;2;Undirected
496;1165;5;Undirected
496;1176;2;Undirected
496;1237;3;Undirected
497;525;2;Undirected
497;553;5;Undirected
497;562;5;Undirected
497;618;5;Undirected
497;695;5;Undirected
497;708;5;Undirected
497;731;5;Undirected
497;757;6;Undirected
497;797;5;Undirected
497;800;5;Undirected
497;838;5;Undirected
497;842;4;Undirected
497;896;2;Undirected
497;938;5;Undirected
497;993;5;Undirected
497;1005;3;Undirected
497;1037;5;Undirected
497;1105;2;Undirected
497;1126;5;Undirected
497;1170;10;Undirected
497;1196;5;Undirected
497;1204;5;Undirected
498;513;8;Undirected
498;531;16;Undirected
498;562;9;Undirected
498;648;15;Undirected
498;674;18;Undirected
498;676;2;Undirected
498;684;9;Undirected
498;729;2;Undirected
498;731;17;Undirected
498;808;13;Undirected
498;829;12;Undirected
498;857;9;Undirected
498;867;9;Undirected
498;917;9;Undirected
498;1031;9;Undirected
498;1112;2;Undirected
498;1132;5;Undirected
498;1136;1;Undirected
498;1246;1;Undirected
498;1253;5;Undirected
498;1276;1;Undirected
